"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2026","22,212.35","22,351.45","22,409.45","22,176.15","","-0.04%"
"04/28/2026","22,220.75","22,228.25","22,307.95","22,164.25","","0.10%"
"04/27/2026","22,198.45","21,992.40","22,242.05","21,979.05","","1.47%"
"04/24/2026","21,875.95","22,136.05","22,194.85","21,770.40","","-1.01%"
"04/23/2026","22,099.30","22,134.50","22,230.85","22,053.90","","-0.41%"
"04/22/2026","22,191.05","22,109.95","22,252.05","22,076.60","","0.22%"
"04/21/2026","22,141.60","22,076.75","22,218.50","22,062.50","","0.53%"
"04/20/2026","22,025.15","22,092.35","22,164.40","21,863.15","","-0.09%"
"04/17/2026","22,045.20","21,829.30","22,067.15","21,753.75","","1.22%"
"04/16/2026","21,780.50","21,822.35","21,886.90","21,602.80","","0.63%"
"04/15/2026","21,644.45","21,530.35","21,668.90","21,497.95","","2.20%"
"04/13/2026","21,177.60","20,886.30","21,254.95","20,729.20","","-0.58%"
"04/10/2026","21,300.30","21,091.55","21,314.65","21,072.85","","1.60%"
"04/09/2026","20,965.50","20,921.00","21,080.70","20,744.10","","0.27%"
"04/08/2026","20,909.45","20,783.35","20,942.90","20,700.05","","3.97%"
"04/07/2026","20,110.90","19,988.10","20,135.35","19,801.70","","0.10%"
"04/06/2026","20,090.60","19,829.40","20,111.75","19,586.15","","1.44%"
"04/02/2026","19,805.50","19,630.40","19,850.05","19,218.00","","-0.32%"
"04/01/2026","19,869.10","19,952.20","20,099.95","19,783.20","","2.26%"
"03/30/2026","19,430.90","19,696.95","19,753.25","19,398.05","","-2.62%"
"03/27/2026","19,952.75","20,279.35","20,285.90","19,913.60","","-2.18%"
"03/25/2026","20,397.75","20,121.85","20,520.95","20,110.75","","2.34%"
"03/24/2026","19,931.50","19,869.15","20,006.70","19,528.40","","2.50%"
"03/23/2026","19,445.75","20,007.65","20,007.65","19,384.45","","-3.86%"
"03/20/2026","20,226.90","20,257.35","20,484.70","20,196.10","","0.59%"
"03/19/2026","20,108.95","20,424.65","20,434.35","20,030.55","","-3.07%"
"03/18/2026","20,746.80","20,412.75","20,820.35","20,383.40","","1.87%"
"03/17/2026","20,366.95","20,255.55","20,415.70","20,103.40","","1.03%"
"03/16/2026","20,158.45","20,188.25","20,295.55","19,824.95","","-0.37%"
"03/13/2026","20,233.00","20,698.25","20,740.70","20,186.25","","-2.68%"
"03/12/2026","20,790.90","20,720.85","20,933.25","20,442.10","","-0.23%"
"03/11/2026","20,839.35","21,142.60","21,247.40","20,797.00","","-1.14%"
"03/10/2026","21,079.75","21,023.90","21,134.45","20,872.75","","1.59%"
"03/09/2026","20,749.45","20,790.05","20,793.75","20,423.55","","-2.04%"
"03/06/2026","21,181.80","21,286.75","21,437.80","21,164.05","","-0.68%"
"03/05/2026","21,326.00","21,142.00","21,371.40","21,041.20","","1.53%"
"03/04/2026","21,004.95","21,164.75","21,180.70","20,850.00","","-2.19%"
"03/02/2026","21,476.25","21,079.85","21,712.00","21,075.45","","-1.70%"
"02/27/2026","21,847.35","22,065.10","22,076.05","21,809.75","","-1.09%"
"02/26/2026","22,087.15","22,005.25","22,112.55","21,948.00","","0.58%"
"02/25/2026","21,959.05","21,901.80","21,985.65","21,822.35","","0.64%"
"02/24/2026","21,820.20","21,820.30","21,864.35","21,611.20","","-0.28%"
"02/23/2026","21,882.10","21,970.55","22,012.50","21,781.95","","-0.16%"
"02/20/2026","21,918.20","21,764.55","21,981.75","21,726.95","","0.48%"
"02/19/2026","21,813.40","22,197.95","22,213.25","21,747.65","","-1.56%"
"02/18/2026","22,159.95","22,075.80","22,176.50","22,013.95","","0.55%"
"02/17/2026","22,039.70","21,975.95","22,060.95","21,906.25","","0.28%"
"02/16/2026","21,977.20","21,799.00","21,994.40","21,715.15","","0.42%"
"02/13/2026","21,884.35","22,079.55","22,080.40","21,778.00","","-1.65%"
"02/12/2026","22,252.40","22,350.40","22,351.55","22,160.60","","-0.50%"
"02/11/2026","22,364.40","22,393.40","22,393.85","22,249.50","","0.02%"
"02/10/2026","22,359.75","22,375.40","22,405.85","22,277.25","","0.39%"
"02/09/2026","22,272.00","22,069.75","22,288.85","22,023.15","","1.57%"
"02/06/2026","21,926.85","21,881.15","21,950.10","21,663.30","","-0.02%"
"02/05/2026","21,931.50","21,997.45","21,997.45","21,777.60","","-0.32%"
"02/04/2026","22,002.00","21,852.05","22,023.05","21,699.45","","0.60%"
"02/03/2026","21,869.85","22,110.25","22,233.85","21,753.75","","2.92%"
"02/02/2026","21,249.35","21,040.25","21,313.45","20,768.10","","0.99%"
"02/01/2026","21,041.80","21,499.60","21,562.10","20,703.95","","-2.09%"
"01/30/2026","21,490.90","21,353.80","21,539.35","21,225.45","","0.03%"
"01/29/2026","21,483.65","21,520.95","21,536.30","21,301.65","","0.11%"
"01/28/2026","21,460.95","21,200.65","21,486.65","21,191.00","","1.62%"
"01/27/2026","21,119.10","21,076.85","21,185.80","20,807.90","","0.53%"
"01/23/2026","21,008.55","21,451.75","21,453.75","20,976.00","","-1.72%"
"01/22/2026","21,376.00","21,308.00","21,509.80","21,232.25","","1.22%"
"01/21/2026","21,118.45","21,262.95","21,367.55","20,842.45","","-1.01%"
"01/20/2026","21,334.60","21,867.55","21,869.65","21,265.00","","-2.49%"
"01/19/2026","21,878.45","21,925.65","21,986.00","21,833.00","","-0.44%"
"01/16/2026","21,975.10","21,991.55","22,133.05","21,924.30","","0.04%"
"01/14/2026","21,965.45","21,887.40","22,010.95","21,833.10","","0.21%"
"01/13/2026","21,918.70","22,030.60","22,106.80","21,741.15","","-0.14%"
"01/12/2026","21,948.85","21,986.90","22,003.60","21,632.35","","-0.17%"
"01/09/2026","21,985.90","22,162.15","22,274.25","21,912.90","","-0.88%"
"01/08/2026","22,180.55","22,604.40","22,607.20","22,150.85","","-1.88%"
"01/07/2026","22,606.50","22,518.75","22,650.05","22,480.65","","0.43%"
"01/06/2026","22,510.60","22,582.50","22,586.70","22,417.10","","-0.20%"
"01/05/2026","22,555.45","22,635.80","22,648.45","22,460.35","","-0.10%"
"01/02/2026","22,579.05","22,424.60","22,592.40","22,390.30","","0.94%"
"01/01/2026","22,369.15","22,324.15","22,379.10","22,211.05","","0.41%"
"12/31/2025","22,276.90","22,116.40","22,348.90","22,114.75","","0.97%"
"12/30/2025","22,061.90","22,090.05","22,100.40","21,990.15","","-0.18%"
"12/29/2025","22,100.95","22,214.25","22,255.40","22,063.10","","-0.40%"
"12/26/2025","22,190.75","22,241.60","22,340.35","22,172.55","","-0.25%"
"12/24/2025","22,247.35","22,376.90","22,425.85","22,230.65","","-0.47%"
"12/23/2025","22,353.50","22,362.95","22,375.95","22,256.10","","0.11%"
"12/22/2025","22,328.95","22,222.30","22,345.40","22,186.20","","0.83%"
"12/19/2025","22,146.15","21,935.40","22,172.40","21,912.05","","1.16%"
"12/18/2025","21,892.75","21,859.40","21,921.35","21,672.50","","0.21%"
"12/17/2025","21,846.25","21,962.45","22,015.60","21,793.45","","-0.55%"
"12/16/2025","21,966.15","22,115.95","22,116.65","21,915.05","","-0.77%"
"12/15/2025","22,136.80","22,124.85","22,148.35","21,988.60","","-0.07%"
"12/12/2025","22,152.10","21,964.05","22,168.60","21,947.60","","1.18%"
"12/11/2025","21,893.25","21,714.40","21,905.80","21,652.60","","0.85%"
"12/10/2025","21,707.90","21,940.50","22,015.50","21,673.20","","-0.93%"
"12/09/2025","21,911.00","21,766.60","21,934.10","21,485.90","","0.37%"
"12/08/2025","21,830.00","22,210.65","22,235.30","21,732.90","","-1.70%"
"12/05/2025","22,207.90","22,116.90","22,226.80","22,021.00","","0.39%"
"12/04/2025","22,120.75","22,144.00","22,234.00","22,094.30","","-0.04%"
"12/03/2025","22,130.15","22,338.60","22,349.65","22,084.40","","-0.89%"
"12/02/2025","22,327.85","22,376.35","22,438.20","22,276.65","","-0.20%"
"12/01/2025","22,372.30","22,474.75","22,484.80","22,314.95","","-0.10%"
"11/28/2025","22,395.40","22,446.65","22,453.60","22,356.35","","-0.11%"
"11/27/2025","22,420.10","22,479.60","22,483.70","22,334.70","","0.00%"
"11/26/2025","22,419.10","22,189.80","22,432.45","22,142.05","","1.28%"
"11/25/2025","22,136.45","22,089.50","22,157.25","22,035.05","","0.26%"
"11/24/2025","22,079.40","22,174.65","22,209.10","22,042.85","","-0.32%"
"11/21/2025","22,151.15","22,386.15","22,388.20","22,129.50","","-1.14%"
"11/20/2025","22,406.75","22,490.55","22,494.80","22,382.85","","-0.04%"
"11/19/2025","22,414.65","22,348.00","22,432.85","22,290.05","","0.32%"
"11/18/2025","22,342.65","22,494.60","22,495.40","22,322.35","","-0.62%"
"11/17/2025","22,482.40","22,409.30","22,493.15","22,378.95","","0.68%"
"11/14/2025","22,331.25","22,325.45","22,403.85","22,247.85","","0.04%"
"11/13/2025","22,322.45","22,420.40","22,470.25","22,299.90","","-0.32%"
"11/12/2025","22,394.45","22,317.65","22,418.25","22,293.75","","0.77%"
"11/11/2025","22,224.40","22,174.55","22,237.20","22,021.85","","0.44%"
"11/10/2025","22,126.60","22,068.95","22,181.30","22,043.55","","0.45%"
"11/07/2025","22,026.40","21,866.50","22,055.20","21,681.15","","0.47%"
"11/06/2025","21,923.10","22,152.90","22,166.70","21,897.40","","-0.96%"
"11/04/2025","22,135.95","22,247.05","22,255.80","22,108.65","","-0.36%"
"11/03/2025","22,216.10","22,073.10","22,251.15","22,051.85","","0.77%"
"10/31/2025","22,045.95","22,182.20","22,238.15","22,029.80","","-0.49%"
