"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2026","22,409.80","22,438.00","22,517.40","22,283.15","3.23B","-1.87%"
"03/02/2026","22,835.95","22,547.00","22,992.35","22,539.65","2.89B","-1.43%"
"02/27/2026","23,166.85","23,423.95","23,433.55","23,136.75","3.69B","-1.20%"
"02/26/2026","23,448.50","23,462.05","23,502.95","23,340.75","2.55B","0.19%"
"02/25/2026","23,403.80","23,388.45","23,500.10","23,325.90","2.27B","0.43%"
"02/24/2026","23,304.60","23,418.10","23,418.10","23,168.05","2.54B","-0.77%"
"02/23/2026","23,484.95","23,493.30","23,566.85","23,394.25","2.55B","0.38%"
"02/20/2026","23,395.00","23,252.75","23,467.40","23,221.15","1.78B","0.42%"
"02/19/2026","23,297.45","23,691.60","23,697.90","23,235.35","1.82B","-1.47%"
"02/18/2026","23,645.80","23,571.50","23,657.75","23,490.35","1.91B","0.45%"
"02/17/2026","23,540.05","23,445.30","23,563.25","23,394.80","1.99B","0.29%"
"02/16/2026","23,472.45","23,248.55","23,487.35","23,190.20","1.82B","0.68%"
"02/13/2026","23,313.15","23,448.70","23,464.05","23,285.00","2.23B","-1.43%"
"02/12/2026","23,651.55","23,753.80","23,753.80","23,589.05","2.27B","-0.55%"
"02/11/2026","23,783.05","23,808.10","23,811.15","23,707.15","2.64B","0.12%"
"02/10/2026","23,753.75","23,752.60","23,796.40","23,691.50","2.37B","0.30%"
"02/09/2026","23,683.40","23,600.85","23,693.05","23,535.40","2.73B","1.06%"
"02/06/2026","23,434.00","23,366.50","23,447.00","23,211.40","2.28B","0.10%"
"02/05/2026","23,411.70","23,509.75","23,509.95","23,337.35","2.51B","-0.52%"
"02/04/2026","23,534.95","23,414.10","23,562.70","23,284.45","2.89B","0.38%"
"02/03/2026","23,446.30","23,870.20","23,912.35","23,355.50","3.83B","2.67%"
"02/02/2026","22,837.00","22,595.45","22,869.70","22,408.50","2.70B","1.00%"
"02/01/2026","22,611.30","23,067.50","23,160.10","22,337.30","2.76B","-2.03%"
"01/30/2026","23,079.50","22,994.30","23,110.20","22,916.00","4.16B","-0.24%"
"01/29/2026","23,134.80","23,107.50","23,158.60","22,922.60","3.42B","0.23%"
"01/28/2026","23,082.10","22,899.60","23,101.75","22,884.50","2.98B","1.15%"
"01/27/2026","22,819.25","22,752.70","22,886.95","22,562.95","3.00B","0.50%"
"01/23/2026","22,706.20","23,072.30","23,073.35","22,679.70","2.47B","-1.31%"
"01/22/2026","23,008.75","23,013.45","23,144.55","22,888.50","2.49B","0.76%"
"01/21/2026","22,835.15","22,864.50","22,981.80","22,586.80","3.50B","-0.49%"
"01/20/2026","22,946.65","23,365.65","23,368.15","22,888.65","3.04B","-1.83%"
"01/19/2026","23,373.75","23,443.30","23,443.35","23,324.85","2.72B","-0.47%"
"01/16/2026","23,485.30","23,502.85","23,652.70","23,455.50","2.94B","0.04%"
"01/14/2026","23,475.85","23,422.10","23,558.70","23,399.90","2.74B","-0.02%"
"01/13/2026","23,480.65","23,603.45","23,627.05","23,336.05","2.79B","-0.13%"
"01/12/2026","23,510.45","23,459.40","23,533.45","23,199.50","3.13B","0.18%"
"01/09/2026","23,467.35","23,646.75","23,741.75","23,407.70","4.46B","-0.90%"
"01/08/2026","23,680.10","23,996.20","24,010.45","23,657.35","2.75B","-1.40%"
"01/07/2026","24,016.60","23,995.85","24,050.55","23,942.25","2.27B","0.03%"
"01/06/2026","24,010.50","24,042.90","24,089.75","23,941.40","2.68B","-0.20%"
"01/05/2026","24,058.45","24,123.10","24,144.20","23,999.15","3.14B","-0.17%"
"01/02/2026","24,099.00","23,935.95","24,107.70","23,921.45","3.71B","0.79%"
"01/01/2026","23,909.55","23,914.65","23,925.55","23,835.55","4.55B","0.16%"
"12/31/2025","23,871.55","23,710.45","23,921.45","23,709.55","5.27B","0.86%"
"12/30/2025","23,668.80","23,675.30","23,704.20","23,599.90","3.36B","-0.06%"
"12/29/2025","23,682.10","23,804.40","23,826.75","23,660.30","2.42B","-0.41%"
"12/26/2025","23,780.25","23,841.95","23,885.35","23,752.55","2.23B","-0.29%"
"12/24/2025","23,850.25","23,903.10","23,956.80","23,836.55","1.97B","-0.19%"
"12/23/2025","23,895.15","23,906.10","23,929.25","23,825.15","2.60B","0.12%"
"12/22/2025","23,867.65","23,760.95","23,878.65","23,743.25","2.52B","0.80%"
"12/19/2025","23,677.55","23,562.65","23,688.35","23,548.95","3.17B","0.79%"
"12/18/2025","23,491.50","23,469.80","23,553.25","23,363.50","2.34B","-0.02%"
"12/17/2025","23,496.05","23,597.60","23,635.05","23,449.50","2.06B","-0.31%"
"12/16/2025","23,570.15","23,676.80","23,687.35","23,542.55","2.09B","-0.65%"
"12/15/2025","23,725.20","23,654.00","23,735.70","23,591.30","2.43B","0.00%"
"12/12/2025","23,726.20","23,620.35","23,737.70","23,613.00","2.60B","0.74%"
"12/11/2025","23,550.85","23,421.90","23,562.15","23,344.25","2.44B","0.61%"
"12/10/2025","23,408.80","23,540.15","23,628.30","23,386.80","1.99B","-0.46%"
"12/09/2025","23,516.25","23,447.05","23,556.35","23,259.70","2.62B","-0.04%"
"12/08/2025","23,526.20","23,821.75","23,833.15","23,460.70","2.45B","-1.30%"
"12/05/2025","23,835.25","23,720.70","23,848.45","23,672.35","2.31B","0.40%"
"12/04/2025","23,741.10","23,718.10","23,820.45","23,680.25","2.64B","0.10%"
"12/03/2025","23,716.30","23,813.45","23,845.80","23,641.75","2.80B","-0.44%"
"12/02/2025","23,822.25","23,870.60","23,925.85","23,782.75","2.80B","-0.42%"
"12/01/2025","23,922.45","24,034.95","24,035.00","23,871.75","2.12B","-0.04%"
"11/28/2025","23,933.20","23,968.80","23,979.70","23,907.75","1.92B","-0.06%"
"11/27/2025","23,947.75","24,011.90","24,026.25","23,879.60","2.00B","-0.03%"
"11/26/2025","23,955.20","23,654.75","23,965.35","23,654.75","1.90B","1.27%"
"11/25/2025","23,655.05","23,700.55","23,745.50","23,635.80","2.05B","-0.08%"
"11/24/2025","23,674.55","23,827.25","23,835.20","23,642.55","2.96B","-0.49%"
"11/21/2025","23,790.25","23,917.50","23,938.30","23,776.30","2.30B","-0.77%"
"11/20/2025","23,975.45","23,984.40","24,032.10","23,918.80","2.96B","0.29%"
"11/19/2025","23,906.30","23,832.55","23,924.30","23,766.60","2.59B","0.34%"
"11/18/2025","23,824.65","23,970.45","23,973.05","23,800.95","2.11B","-0.54%"
"11/17/2025","23,954.55","23,889.55","23,964.75","23,863.55","2.65B","0.50%"
"11/14/2025","23,836.35","23,751.25","23,858.30","23,717.00","3.96B","0.09%"
"11/13/2025","23,816.00","23,867.65","23,935.10","23,793.65","3.02B","-0.09%"
"11/12/2025","23,836.90","23,796.95","23,874.85","23,766.20","2.78B","0.65%"
"11/11/2025","23,682.65","23,634.65","23,693.80","23,476.30","3.61B","0.36%"
"11/10/2025","23,596.90","23,545.35","23,658.85","23,542.10","2.08B","0.32%"
"11/07/2025","23,521.50","23,441.05","23,570.10","23,291.20","2.88B","0.04%"
"11/06/2025","23,513.15","23,683.35","23,713.40","23,501.05","2.62B","-0.69%"
"11/04/2025","23,675.45","23,811.30","23,829.70","23,660.20","3.13B","-0.57%"
"11/03/2025","23,810.70","23,711.95","23,840.10","23,695.15","386.03M","0.42%"
"10/31/2025","23,710.40","23,847.60","23,913.45","23,698.05","3.21B","-0.55%"
"10/30/2025","23,841.30","23,933.65","23,949.75","23,804.45","4.78B","-0.46%"
"10/29/2025","23,952.40","23,851.55","23,971.55","23,821.30","3.04B","0.59%"
"10/28/2025","23,812.55","23,844.75","23,907.55","23,717.05","3.40B","-0.12%"
"10/27/2025","23,840.90","23,742.70","23,856.30","23,723.40","4.71B","0.65%"
"10/24/2025","23,686.60","23,796.20","23,802.75","23,622.80","2.39B","-0.29%"
"10/23/2025","23,755.90","23,899.75","23,926.10","23,727.60","3.38B","-0.01%"
"10/21/2025","23,759.20","23,791.90","23,818.35","23,723.40","554.50M","0.18%"
"10/20/2025","23,716.10","23,699.35","23,766.55","23,654.75","2.37B","0.50%"
"10/17/2025","23,598.05","23,547.00","23,679.05","23,515.85","2.42B","0.15%"
"10/16/2025","23,563.80","23,443.30","23,592.85","23,428.15","2.25B","0.80%"
"10/15/2025","23,377.35","23,227.55","23,400.95","23,224.15","2.31B","0.83%"
"10/14/2025","23,184.05","23,349.75","23,374.00","23,121.50","2.35B","-0.48%"
"10/13/2025","23,294.80","23,245.05","23,315.65","23,201.55","2.62B","-0.18%"
"10/10/2025","23,337.55","23,247.45","23,374.25","23,220.05","2.82B","0.41%"
"10/09/2025","23,241.75","23,144.30","23,251.65","23,101.85","2.18B","0.57%"
"10/08/2025","23,109.35","23,197.95","23,265.20","23,087.90","2.55B","-0.43%"
"10/07/2025","23,209.50","23,191.35","23,275.10","23,170.85","2.96B","0.17%"
"10/06/2025","23,169.65","23,055.15","23,177.25","23,008.30","2.70B","0.62%"
"10/03/2025","23,027.70","22,905.10","23,037.50","22,874.15","2.49B","0.43%"
"10/01/2025","22,928.30","22,745.95","22,943.20","22,726.25","2.30B","0.85%"
"09/30/2025","22,734.10","22,793.65","22,829.20","22,669.30","2.18B","-0.02%"
"09/29/2025","22,739.10","22,783.90","22,865.10","22,677.00","2.71B","0.11%"
"09/26/2025","22,713.15","22,965.90","22,994.15","22,692.70","3.06B","-1.34%"
"09/25/2025","23,022.40","23,169.45","23,235.55","23,009.55","2.31B","-0.67%"
"09/24/2025","23,178.25","23,293.40","23,317.20","23,165.95","2.24B","-0.63%"
"09/23/2025","23,325.25","23,408.20","23,434.30","23,253.10","2.98B","-0.24%"
"09/22/2025","23,381.45","23,434.75","23,523.55","23,335.10","2.62B","-0.45%"
"09/19/2025","23,486.65","23,530.60","23,541.30","23,451.60","4.93B","-0.14%"
"09/18/2025","23,518.90","23,534.15","23,538.90","23,434.45","2.12B","0.31%"
"09/17/2025","23,445.20","23,419.10","23,464.40","23,395.75","2.27B","0.32%"
"09/16/2025","23,369.30","23,240.25","23,386.65","23,217.30","2.37B","0.66%"
"09/15/2025","23,215.85","23,213.15","23,249.20","23,182.05","3.31B","0.11%"
"09/12/2025","23,190.25","23,171.55","23,210.40","23,129.90","2.60B","0.38%"
"09/11/2025","23,102.65","23,073.45","23,128.55","23,065.70","2.15B","0.12%"
"09/10/2025","23,074.15","23,056.80","23,121.75","23,027.05","2.37B","0.54%"
"09/09/2025","22,949.10","22,949.55","22,964.05","22,893.05","2.01B","0.31%"
"09/08/2025","22,878.65","22,892.80","22,974.85","22,835.90","2.30B","0.22%"
"09/05/2025","22,829.15","22,891.75","22,916.00","22,718.50","3.45B","0.04%"
"09/04/2025","22,819.65","23,116.90","23,116.90","22,795.00","3.01B","-0.20%"
"09/03/2025","22,864.65","22,764.00","22,877.35","22,709.20","3.10B","0.62%"
"09/02/2025","22,724.40","22,758.20","22,858.20","22,678.45","2.72B","0.05%"
"09/01/2025","22,713.55","22,491.90","22,720.55","22,491.90","2.71B","1.12%"
"08/29/2025","22,462.95","22,524.15","22,624.70","22,443.80","2.88B","-0.35%"
"08/28/2025","22,541.65","22,762.25","22,762.25","22,529.60","2.92B","-1.00%"
"08/26/2025","22,768.65","22,994.85","23,013.05","22,746.75","4.45B","-1.23%"
"08/25/2025","23,052.00","23,069.30","23,106.90","23,022.10","2.75B","0.26%"
"08/22/2025","22,991.30","23,133.85","23,144.55","22,980.85","3.22B","-0.63%"
"08/21/2025","23,137.15","23,221.75","23,230.95","23,126.75","2.34B","-0.03%"
"08/20/2025","23,143.15","23,067.70","23,171.15","23,025.85","2.93B","0.33%"
"08/19/2025","23,066.60","22,959.50","23,077.10","22,908.15","2.33B","0.59%"
"08/18/2025","22,931.50","22,958.30","23,040.85","22,913.05","2.39B","1.11%"
"08/14/2025","22,680.25","22,713.65","22,754.15","22,646.70","2.06B","-0.08%"
"08/13/2025","22,698.10","22,655.15","22,733.80","22,624.45","2.09B","0.57%"
"08/12/2025","22,568.60","22,633.65","22,730.25","22,554.30","1.51B","-0.29%"
"08/11/2025","22,633.45","22,447.55","22,650.10","22,406.00","1.54B","0.85%"
"08/08/2025","22,443.15","22,680.90","22,690.35","22,419.70","1.71B","-1.11%"
"08/07/2025","22,694.10","22,563.40","22,726.90","22,425.85","2.05B","0.12%"
"08/06/2025","22,666.85","22,807.55","22,818.20","22,622.35","1.58B","-0.58%"
"08/05/2025","22,798.50","22,869.50","22,878.10","22,736.05","1.74B","-0.27%"
"08/04/2025","22,860.40","22,699.70","22,871.60","22,648.60","1.90B","0.82%"
"08/01/2025","22,673.65","22,901.60","22,917.85","22,646.75","2.22B","-1.05%"
"07/31/2025","22,914.95","22,804.20","23,071.25","22,802.15","2.21B","-0.51%"
"07/30/2025","23,033.55","23,064.25","23,070.35","22,959.45","1.70B","0.11%"
"07/29/2025","23,007.35","22,793.00","23,024.15","22,777.70","1.74B","0.70%"
"07/28/2025","22,846.95","22,967.40","23,094.85","22,818.15","2.03B","-0.73%"
"07/25/2025","23,014.80","23,255.25","23,255.25","22,993.00","2.20B","-1.23%"
"07/24/2025","23,301.10","23,447.35","23,449.40","23,257.60","1.97B","-0.54%"
"07/23/2025","23,428.40","23,382.40","23,435.55","23,296.00","2.00B","0.46%"
"07/22/2025","23,320.90","23,449.75","23,456.00","23,306.40","2.03B","-0.25%"
"07/21/2025","23,378.45","23,296.75","23,394.50","23,184.90","1.76B","0.44%"
"07/18/2025","23,275.15","23,430.00","23,449.45","23,240.85","1.97B","-0.62%"
"07/17/2025","23,419.70","23,507.65","23,514.70","23,409.05","2.20B","-0.22%"
"07/16/2025","23,472.50","23,458.90","23,502.90","23,403.50","2.86B","0.10%"
"07/15/2025","23,449.15","23,334.55","23,469.45","23,332.80","2.71B","0.60%"
"07/14/2025","23,309.05","23,290.15","23,329.20","23,200.10","4.00B","0.11%"
"07/11/2025","23,282.70","23,408.80","23,462.35","23,256.30","2.23B","-0.80%"
"07/10/2025","23,471.40","23,595.85","23,605.50","23,444.95","2.02B","-0.37%"
"07/09/2025","23,557.45","23,576.45","23,613.90","23,513.85","2.35B","-0.06%"
"07/08/2025","23,572.55","23,540.60","23,600.35","23,469.95","2.93B","0.09%"
"07/07/2025","23,551.20","23,561.60","23,595.30","23,506.50","2.42B","-0.05%"
"07/04/2025","23,562.45","23,553.45","23,570.90","23,448.90","1.88B","0.17%"
"07/03/2025","23,521.85","23,591.80","23,647.10","23,503.55","2.36B","-0.11%"
"07/02/2025","23,547.25","23,653.05","23,669.30","23,463.85","2.62B","-0.29%"
"07/01/2025","23,615.45","23,659.75","23,669.95","23,558.90","2.56B","-0.01%"
"06/30/2025","23,617.20","23,672.35","23,677.55","23,563.00","2.46B","-0.01%"
"06/27/2025","23,620.15","23,566.70","23,644.35","23,538.55","3.42B","0.44%"
"06/26/2025","23,517.55","23,341.20","23,529.65","23,319.85","2.92B","0.95%"
"06/25/2025","23,296.85","23,216.15","23,303.65","23,190.85","3.04B","0.79%"
"06/24/2025","23,113.20","23,212.30","23,307.95","23,074.25","3.10B","0.49%"
"06/23/2025","23,001.50","22,880.35","23,063.35","22,837.80","2.08B","-0.17%"
"06/20/2025","23,041.10","22,760.65","23,064.70","22,760.60","3.24B","1.22%"
"06/19/2025","22,763.50","22,921.60","22,973.15","22,712.55","2.39B","-0.71%"
"06/18/2025","22,925.20","22,937.75","23,066.85","22,868.35","1.95B","-0.24%"
"06/17/2025","22,981.50","23,126.80","23,128.50","22,959.15","2.95B","-0.49%"
"06/16/2025","23,095.05","22,914.85","23,106.70","22,789.40","2.35B","0.82%"
"06/13/2025","22,906.20","22,631.70","22,932.25","22,631.70","2.55B","-0.61%"
"06/12/2025","23,046.45","23,363.50","23,370.30","23,009.65","2.58B","-1.25%"
"06/11/2025","23,337.85","23,376.60","23,423.60","23,271.40","3.58B","-0.01%"
"06/10/2025","23,339.95","23,422.30","23,423.80","23,287.35","3.08B","0.04%"
"06/09/2025","23,330.55","23,308.65","23,335.35","23,254.55","3.18B","0.71%"
"06/06/2025","23,165.10","22,962.00","23,180.35","22,891.60","2.92B","1.01%"
"06/05/2025","22,934.50","22,879.20","23,026.30","22,828.85","2.55B","0.56%"
"06/04/2025","22,807.85","22,742.20","22,823.95","22,667.90","3.15B","0.43%"
"06/03/2025","22,711.30","22,906.20","22,946.15","22,691.25","4.54B","-0.54%"
"06/02/2025","22,834.50","22,758.60","22,863.35","22,664.15","3.89B","0.14%"
"05/30/2025","22,801.95","22,868.25","22,912.30","22,759.15","5.21B","-0.26%"
"05/29/2025","22,861.35","22,859.45","22,899.15","22,750.15","2.62B","0.36%"
"05/28/2025","22,779.40","22,843.25","22,871.20","22,765.70","3.30B","-0.16%"
"05/27/2025","22,816.50","22,895.05","22,963.10","22,721.80","2.47B","-0.40%"
"05/26/2025","22,908.30","22,852.70","22,970.70","22,845.40","2.49B","0.56%"
"05/23/2025","22,781.05","22,628.75","22,813.25","22,580.80","2.55B","0.82%"
"05/22/2025","22,595.00","22,674.00","22,675.35","22,464.45","2.45B","-0.60%"
"05/21/2025","22,730.65","22,632.40","22,811.95","22,577.40","2.42B","0.64%"
"05/20/2025","22,585.60","22,942.65","22,958.60","22,565.55","2.87B","-1.23%"
"05/19/2025","22,865.80","22,896.25","22,965.05","22,827.65","3.86B","-0.02%"
"05/16/2025","22,870.90","22,825.55","22,885.35","22,750.35","3.21B","0.36%"
"05/15/2025","22,788.80","22,547.05","22,814.10","22,408.65","2.88B","1.29%"
"05/14/2025","22,499.50","22,402.65","22,544.90","22,366.40","2.54B","0.67%"
"05/13/2025","22,349.40","22,491.50","22,575.70","22,317.50","2.59B","-0.72%"
"05/12/2025","22,511.40","22,149.40","22,525.00","22,126.40","2.95B","3.86%"
"05/09/2025","21,675.55","21,463.75","21,716.05","21,463.75","2.86B","-0.77%"
"05/08/2025","21,843.05","22,109.35","22,145.20","21,730.55","2.46B","-1.04%"
"05/07/2025","22,072.45","21,756.80","22,084.70","21,752.90","2.39B","0.53%"
"05/06/2025","21,956.60","22,235.60","22,244.50","21,916.90","2.38B","-1.07%"
"05/05/2025","22,195.15","22,086.25","22,209.95","22,070.95","1.82B","0.86%"
"05/02/2025","22,006.00","22,009.95","22,238.90","21,920.85","2.11B","-0.11%"
"04/30/2025","22,030.05","22,119.20","22,175.00","21,920.55","2.19B","-0.37%"
"04/29/2025","22,112.40","22,160.75","22,255.90","22,084.55","2.19B","0.05%"
"04/28/2025","22,101.85","21,843.45","22,125.45","21,841.40","2.03B","1.16%"
"04/25/2025","21,848.15","22,220.30","22,271.85","21,661.60","4.10B","-1.50%"
"04/24/2025","22,180.65","22,217.65","22,270.15","22,155.40","2.43B","-0.26%"
"04/23/2025","22,237.60","22,238.60","22,263.85","21,988.35","2.63B","0.69%"
"04/22/2025","22,085.15","22,072.00","22,157.95","21,953.40","2.84B","0.36%"
"04/21/2025","22,005.75","21,787.05","22,033.75","21,732.45","3.32B","1.50%"
"04/17/2025","21,681.55","21,379.35","21,704.10","21,296.35","2.45B","1.30%"
"04/16/2025","21,404.35","21,302.75","21,414.85","21,246.40","2.31B","0.59%"
"04/15/2025","21,279.40","21,199.05","21,302.75","21,067.60","2.31B","2.54%"
"04/11/2025","20,752.85","20,684.85","20,817.50","20,629.00","2.22B","1.95%"
"04/09/2025","20,356.75","20,422.95","20,423.25","20,252.35","2.07B","-0.61%"
"04/08/2025","20,480.80","20,430.10","20,588.40","20,227.15","2.41B","1.87%"
"04/07/2025","20,105.70","19,524.25","20,189.35","19,519.85","3.19B","-3.36%"
"04/04/2025","20,805.35","21,199.20","21,212.10","20,736.80","2.54B","-2.06%"
"04/03/2025","21,243.40","21,100.55","21,263.45","21,096.75","2.44B","-0.10%"
"04/02/2025","21,265.65","21,101.85","21,279.10","21,007.15","2.57B","0.92%"
"04/01/2025","21,070.75","21,227.10","21,398.35","21,042.45","3.89B","-1.26%"
"03/28/2025","21,339.55","21,439.20","21,514.10","21,277.90","2.77B","-0.32%"
"03/27/2025","21,407.95","21,218.40","21,447.90","21,195.70","4.35B","0.62%"
"03/26/2025","21,275.45","21,464.95","21,525.60","21,255.70","2.44B","-0.76%"
"03/25/2025","21,437.75","21,652.85","21,674.05","21,385.80","2.44B","-0.47%"
"03/24/2025","21,538.10","21,427.20","21,595.85","21,346.80","2.61B","1.24%"
"03/21/2025","21,273.90","21,065.25","21,297.00","21,031.45","3.56B","0.97%"
"03/20/2025","21,070.05","20,989.35","21,092.20","20,873.55","2.32B","0.99%"
"03/19/2025","20,864.50","20,713.25","20,895.25","20,664.00","2.75B","1.00%"
"03/18/2025","20,657.20","20,418.55","20,676.95","20,370.20","1.95B","1.82%"
"03/17/2025","20,288.30","20,166.60","20,358.25","20,166.50","1.67B","0.56%"
"03/13/2025","20,176.05","20,337.85","20,357.30","20,157.50","1.79B","-0.44%"
"03/12/2025","20,264.35","20,351.90","20,397.95","20,108.70","2.15B","-0.19%"
"03/11/2025","20,302.50","20,122.55","20,333.75","20,073.40","2.01B","0.18%"
