"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/2025","20,266.50","20,434.95","20,543.70","20,230.65","2.00B","-0.87%"
"03/07/2025","20,443.40","20,428.15","20,549.20","20,377.60","2.02B","-0.02%"
"03/06/2025","20,447.10","20,411.45","20,467.15","20,262.75","2.07B","0.94%"
"03/05/2025","20,256.50","19,901.60","20,265.05","19,901.60","2.16B","1.70%"
"03/04/2025","19,917.85","19,736.05","19,957.50","19,681.65","2.09B","0.11%"
"03/03/2025","19,896.95","19,935.55","19,997.05","19,658.30","2.36B","0.08%"
"02/28/2025","19,880.90","20,185.40","20,197.85","19,816.00","3.03B","-2.14%"
"02/27/2025","20,315.55","20,436.50","20,471.85","20,278.65","1.92B","-0.51%"
"02/25/2025","20,418.75","20,445.55","20,548.90","20,388.75","1.45B","-0.24%"
"02/24/2025","20,468.45","20,510.95","20,546.05","20,429.30","1.44B","-1.07%"
"02/21/2025","20,690.25","20,792.05","20,903.35","20,616.60","1.84B","-0.68%"
"02/20/2025","20,831.10","20,645.70","20,840.35","20,630.20","1.65B","0.48%"
"02/19/2025","20,731.45","20,511.20","20,802.55","20,459.20","1.79B","0.58%"
"02/18/2025","20,611.40","20,663.60","20,692.30","20,466.75","1.72B","-0.20%"
"02/17/2025","20,652.35","20,511.05","20,667.55","20,339.00","2.00B","0.09%"
"02/14/2025","20,633.10","20,964.60","20,984.70","20,476.65","2.05B","-1.30%"
"02/13/2025","20,904.35","20,926.00","21,122.00","20,866.50","2.13B","-0.02%"
"02/12/2025","20,907.85","20,924.15","21,002.00","20,545.75","2.54B","-0.20%"
"02/11/2025","20,950.45","21,366.25","21,376.45","20,860.60","1.78B","-1.97%"
"02/10/2025","21,371.30","21,636.20","21,659.25","21,301.85","1.47B","-1.27%"
"02/07/2025","21,646.15","21,703.75","21,765.15","21,521.75","2.11B","-0.12%"
"02/06/2025","21,672.45","21,860.10","21,870.90","21,620.15","1.57B","-0.51%"
"02/05/2025","21,784.25","21,797.70","21,870.40","21,763.70","1.97B","0.26%"
"02/04/2025","21,727.45","21,551.40","21,743.55","21,474.45","2.15B","1.52%"
"02/03/2025","21,402.55","21,422.85","21,445.95","21,286.70","2.26B","-0.83%"
"02/01/2025","21,581.75","21,628.65","21,713.95","21,388.20","3.02B","0.00%"
"01/31/2025","21,580.90","21,339.35","21,613.00","21,310.30","2.25B","1.33%"
"01/30/2025","21,297.50","21,282.10","21,404.20","21,209.60","2.00B","0.24%"
"01/29/2025","21,245.50","20,971.40","21,259.85","20,968.35","1.86B","1.53%"
"01/28/2025","20,924.75","21,009.20","21,100.45","20,757.90","2.49B","0.07%"
"01/27/2025","20,910.95","21,158.85","21,163.00","20,861.15","2.30B","-1.91%"
"01/24/2025","21,318.90","21,533.05","21,611.20","21,279.00","1.75B","-1.02%"
"01/23/2025","21,538.05","21,377.80","21,595.00","21,338.95","1.84B","0.66%"
"01/22/2025","21,396.55","21,484.45","21,500.30","21,178.80","2.09B","-0.17%"
"01/21/2025","21,433.20","21,855.10","21,863.05","21,411.30","2.33B","-1.72%"
"01/20/2025","21,809.00","21,769.95","21,848.95","21,628.50","3.51B","0.59%"
"01/17/2025","21,680.25","21,699.45","21,730.85","21,563.80","2.01B","-0.16%"
"01/16/2025","21,714.55","21,734.40","21,776.35","21,687.45","2.24B","0.76%"
"01/15/2025","21,551.20","21,572.45","21,634.60","21,445.40","3.09B","0.33%"
"01/14/2025","21,481.05","21,328.00","21,528.70","21,325.00","2.55B","1.12%"
"01/13/2025","21,243.45","21,557.00","21,630.55","21,194.45","2.61B","-2.55%"
"01/10/2025","21,799.00","22,049.40","22,075.40","21,738.45","1.97B","-1.12%"
"01/09/2025","22,046.55","22,231.05","22,239.20","22,028.50","1.69B","-0.83%"
"01/08/2025","22,231.80","22,378.15","22,384.25","22,065.20","1.90B","-0.49%"
"01/07/2025","22,341.65","22,278.15","22,435.50","22,247.75","1.93B","0.52%"
"01/06/2025","22,225.40","22,753.65","22,757.40","22,163.55","2.50B","-2.13%"
"01/03/2025","22,708.15","22,850.10","22,867.85","22,681.30","2.20B","-0.49%"
"01/02/2025","22,819.75","22,521.75","22,833.35","22,482.70","1.85B","1.50%"
"01/01/2025","22,481.80","22,375.85","22,518.70","22,313.75","1.47B","0.48%"
"12/31/2024","22,375.40","22,273.70","22,414.45","22,160.15","2.07B","0.08%"
"12/30/2024","22,357.15","22,438.15","22,522.40","22,266.15","3.00B","-0.39%"
"12/27/2024","22,445.20","22,473.90","22,555.45","22,435.55","1.17B","0.07%"
"12/26/2024","22,430.35","22,444.70","22,492.30","22,324.60","1.42B","0.12%"
"12/24/2024","22,402.70","22,431.60","22,516.30","22,340.10","1.35B","-0.04%"
"12/23/2024","22,412.30","22,446.60","22,535.20","22,331.50","1.58B","0.42%"
"12/20/2024","22,319.40","22,783.65","22,855.00","22,279.90","2.58B","-1.90%"
"12/19/2024","22,752.15","22,594.95","22,782.25","22,590.00","1.72B","-0.79%"
"12/18/2024","22,934.40","23,076.95","23,125.55","22,876.70","1.78B","-0.70%"
"12/17/2024","23,095.75","23,308.90","23,349.10","23,067.30","1.92B","-1.10%"
"12/16/2024","23,352.45","23,370.55","23,417.65","23,281.20","1.49B","-0.03%"
"12/13/2024","23,358.95","23,208.35","23,378.55","22,879.90","2.15B","0.44%"
"12/12/2024","23,256.40","23,348.70","23,386.25","23,242.75","1.96B","-0.44%"
"12/11/2024","23,358.15","23,326.70","23,394.20","23,301.15","1.76B","0.19%"
"12/10/2024","23,314.90","23,328.80","23,341.35","23,216.25","2.17B","0.10%"
"12/09/2024","23,292.00","23,289.40","23,351.90","23,243.30","2.28B","-0.09%"
"12/06/2024","23,312.10","23,315.80","23,358.20","23,221.70","2.47B","0.15%"
"12/05/2024","23,277.95","23,183.30","23,357.10","22,993.85","2.79B","0.77%"
"12/04/2024","23,099.50","23,075.95","23,149.90","22,978.85","2.70B","0.34%"
"12/03/2024","23,020.85","22,922.60","23,029.55","22,876.80","2.17B","0.81%"
"12/02/2024","22,835.85","22,695.40","22,843.50","22,603.10","1.83B","0.66%"
"11/29/2024","22,687.00","22,537.80","22,733.75","22,531.90","2.47B","0.77%"
"11/28/2024","22,514.35","22,722.30","22,821.75","22,472.25","3.03B","-0.78%"
"11/27/2024","22,691.70","22,594.20","22,732.10","22,526.10","2.78B","0.57%"
"11/26/2024","22,562.45","22,649.30","22,675.70","22,523.00","3.25B","0.04%"
"11/25/2024","22,553.50","22,578.65","22,676.25","22,510.80","3.71B","1.48%"
"11/22/2024","22,225.55","21,864.65","22,260.15","21,819.20","2.30B","1.85%"
"11/21/2024","21,820.85","21,947.75","21,954.20","21,692.80","2.64B","-0.83%"
"11/19/2024","22,004.35","21,977.65","22,233.40","21,948.45","1.90B","0.48%"
"11/18/2024","21,899.40","22,045.90","22,049.15","21,787.35","2.06B","-0.29%"
"11/14/2024","21,963.10","21,924.10","22,096.85","21,907.55","1.91B","0.22%"
"11/13/2024","21,914.95","22,263.00","22,309.80","21,867.70","2.33B","-1.86%"
"11/12/2024","22,331.05","22,664.20","22,721.90","22,286.85","1.71B","-1.15%"
"11/11/2024","22,591.40","22,590.10","22,770.55","22,478.70","2.01B","-0.24%"
"11/08/2024","22,645.65","22,821.90","22,857.10","22,600.25","1.92B","-0.70%"
"11/07/2024","22,806.25","23,067.15","23,073.55","22,793.90","2.04B","-0.98%"
"11/06/2024","23,031.20","22,782.20","23,052.20","22,720.30","2.16B","1.55%"
"11/05/2024","22,679.85","22,458.30","22,697.50","22,343.95","2.14B","0.72%"
"11/04/2024","22,518.30","22,831.80","22,832.65","22,362.65","2.26B","-1.34%"
"11/01/2024","22,823.55","22,806.95","22,881.50","22,799.70","604.29M","0.59%"
"10/31/2024","22,689.35","22,758.60","22,779.50","22,621.10","2.44B","-0.27%"
"10/30/2024","22,749.80","22,731.15","22,896.55","22,685.40","2.79B","-0.20%"
"10/29/2024","22,795.05","22,670.80","22,808.80","22,450.00","2.32B","0.64%"
"10/28/2024","22,649.95","22,548.70","22,756.05","22,407.00","2.91B","0.67%"
"10/25/2024","22,499.05","22,819.80","22,839.20","22,362.80","2.62B","-1.27%"
"10/24/2024","22,787.85","22,841.85","22,893.20","22,747.55","1.95B","-0.23%"
"10/23/2024","22,841.10","22,751.80","22,989.05","22,673.30","2.61B","0.12%"
"10/22/2024","22,814.45","23,277.10","23,306.20","22,789.70","2.42B","-1.93%"
"10/21/2024","23,263.25","23,527.60","23,559.05","23,224.55","2.02B","-0.76%"
"10/18/2024","23,440.70","23,285.65","23,471.20","23,120.95","1.95B","0.27%"
"10/17/2024","23,377.00","23,717.30","23,720.15","23,366.00","1.78B","-1.25%"
"10/16/2024","23,673.15","23,702.85","23,768.15","23,588.80","1.74B","-0.26%"
"10/15/2024","23,735.70","23,800.40","23,814.95","23,662.30","1.78B","0.04%"
"10/14/2024","23,727.05","23,670.50","23,740.20","23,646.10","1.68B","0.49%"
"10/11/2024","23,611.25","23,608.30","23,654.00","23,546.30","1.71B","0.06%"
"10/10/2024","23,598.15","23,695.55","23,755.50","23,580.60","1.94B","-0.01%"
"10/09/2024","23,599.60","23,600.10","23,797.45","23,570.70","2.59B","0.37%"
"10/08/2024","23,512.55","23,175.20","23,544.80","23,106.50","2.56B","1.43%"
"10/07/2024","23,181.95","23,616.35","23,659.65","23,089.50","3.04B","-1.50%"
"10/04/2024","23,534.95","23,704.95","23,920.30","23,483.40","2.62B","-0.93%"
"10/03/2024","23,755.45","23,931.85","24,122.00","23,713.00","2.73B","-2.13%"
"10/01/2024","24,271.30","24,248.50","24,329.45","24,191.05","2.21B","0.11%"
"09/30/2024","24,245.20","24,410.00","24,456.10","24,217.40","2.61B","-1.00%"
"09/27/2024","24,489.55","24,529.55","24,573.40","24,469.00","4.20B","-0.03%"
"09/26/2024","24,496.90","24,399.15","24,512.65","24,338.40","3.10B","0.52%"
"09/25/2024","24,371.25","24,377.25","24,394.35","24,268.50","2.93B","-0.08%"
"09/24/2024","24,389.70","24,390.05","24,429.00","24,353.75","2.60B","0.04%"
"09/23/2024","24,379.20","24,294.80","24,393.70","24,262.30","3.57B","0.77%"
"09/20/2024","24,193.80","23,956.55","24,243.15","23,885.00","4.24B","1.42%"
"09/19/2024","23,853.95","24,012.30","24,078.00","23,702.00","4.51B","-0.19%"
"09/18/2024","23,898.65","23,972.55","24,000.30","23,800.85","1.86B","-0.30%"
"09/17/2024","23,969.90","24,008.25","24,008.25","23,912.55","1.62B","0.01%"
"09/16/2024","23,968.20","24,006.15","24,026.00","23,917.50","1.72B","0.17%"
"09/13/2024","23,928.20","23,966.50","23,966.55","23,885.20","2.06B","0.09%"
"09/12/2024","23,907.35","23,680.00","23,934.60","23,593.60","2.37B","1.60%"
"09/11/2024","23,531.25","23,665.10","23,723.05","23,498.15","2.31B","-0.48%"
"09/10/2024","23,643.65","23,591.85","23,712.95","23,531.65","2.23B","0.60%"
"09/09/2024","23,502.15","23,452.85","23,526.55","23,294.45","2.36B","0.10%"
"09/06/2024","23,477.70","23,746.00","23,794.35","23,434.90","3.87B","-1.20%"
"09/05/2024","23,762.80","23,821.00","23,836.35","23,749.05","2.32B","0.06%"
"09/04/2024","23,748.90","23,611.80","23,761.40","23,605.35","2.06B","-0.17%"
"09/03/2024","23,788.45","23,817.00","23,817.55","23,771.20","1.81B","0.12%"
"09/02/2024","23,760.70","23,835.20","23,835.20","23,693.65","2.52B","0.11%"
"08/30/2024","23,734.55","23,728.55","23,766.40","23,673.95","7.02B","0.44%"
"08/29/2024","23,631.40","23,618.25","23,664.35","23,494.45","2.98B","0.07%"
"08/28/2024","23,615.95","23,646.80","23,679.35","23,547.25","2.45B","0.05%"
"08/27/2024","23,604.85","23,592.00","23,633.20","23,555.55","2.21B","0.18%"
"08/26/2024","23,561.75","23,514.30","23,579.75","23,466.75","2.00B","0.61%"
"08/23/2024","23,418.65","23,485.30","23,496.85","23,401.00","2.34B","-0.09%"
"08/22/2024","23,440.70","23,467.15","23,474.85","23,408.95","2.19B","0.31%"
"08/21/2024","23,368.65","23,283.75","23,383.20","23,256.25","2.23B","0.38%"
"08/20/2024","23,280.35","23,223.60","23,292.70","23,175.40","2.17B","0.61%"
"08/19/2024","23,139.75","23,174.20","23,195.60","23,104.10","2.13B","0.36%"
"08/16/2024","23,056.50","22,846.10","23,071.75","22,750.30","2.05B","1.69%"
"08/14/2024","22,672.65","22,765.65","22,778.95","22,599.95","2.36B","-0.15%"
"08/13/2024","22,705.80","22,952.70","22,962.75","22,684.45","2.76B","-0.92%"
"08/12/2024","22,915.85","22,862.90","22,993.25","22,753.75","2.53B","-0.03%"
"08/09/2024","22,923.50","22,948.15","22,982.45","22,869.40","2.11B","0.96%"
"08/08/2024","22,705.70","22,842.00","22,905.60","22,676.00","2.44B","-0.63%"
"08/07/2024","22,848.90","22,773.45","22,870.85","22,650.80","2.46B","1.81%"
"08/06/2024","22,443.30","22,696.95","22,910.75","22,406.05","2.70B","-0.44%"
"08/05/2024","22,542.45","22,772.55","22,868.35","22,397.70","4.02B","-3.08%"
"08/02/2024","23,259.45","23,296.10","23,395.10","23,225.65","3.09B","-1.05%"
"08/01/2024","23,506.60","23,608.85","23,637.75","23,429.55","2.92B","-0.10%"
"07/31/2024","23,530.80","23,495.85","23,556.00","23,459.60","3.21B","0.38%"
"07/30/2024","23,440.90","23,421.20","23,530.00","23,381.35","3.00B","0.20%"
"07/29/2024","23,394.20","23,423.15","23,496.40","23,326.05","3.61B","0.44%"
"07/26/2024","23,292.05","22,970.40","23,306.75","22,965.50","3.45B","1.64%"
"07/25/2024","22,917.25","22,753.20","22,938.65","22,732.20","3.44B","-0.02%"
"07/24/2024","22,921.45","22,856.85","22,965.45","22,816.75","3.15B","0.25%"
"07/23/2024","22,865.20","23,022.80","23,031.95","22,307.20","4.56B","-0.34%"
"07/22/2024","22,942.65","22,761.50","23,001.05","22,667.75","2.96B","0.39%"
"07/19/2024","22,853.60","23,232.50","23,232.50","22,833.00","3.02B","-1.54%"
"07/18/2024","23,210.05","23,167.65","23,233.85","22,993.55","3.56B","0.02%"
"07/16/2024","23,204.25","23,258.20","23,288.05","23,181.35","3.43B","-0.02%"
"07/15/2024","23,209.85","23,188.80","23,234.30","23,081.30","3.43B","0.50%"
"07/12/2024","23,095.45","23,086.25","23,189.40","23,021.40","3.54B","0.39%"
"07/11/2024","23,005.25","23,059.95","23,063.10","22,904.30","3.38B","0.12%"
"07/10/2024","22,977.65","23,124.15","23,125.30","22,685.65","3.30B","-0.39%"
"07/09/2024","23,067.35","23,035.05","23,082.35","22,974.95","3.26B","0.42%"
"07/08/2024","22,971.15","23,029.35","23,040.75","22,897.95","3.70B","-0.07%"
"07/05/2024","22,987.65","22,878.50","23,011.80","22,838.20","4.13B","0.32%"
"07/04/2024","22,914.20","22,937.60","22,962.80","22,866.70","3.07B","0.28%"
"07/03/2024","22,851.20","22,820.55","22,871.65","22,764.10","3.15B","0.76%"
"07/02/2024","22,677.80","22,806.30","22,810.65","22,592.20","2.90B","-0.22%"
"07/01/2024","22,727.60","22,580.40","22,739.70","22,570.40","2.75B","0.74%"
"06/28/2024","22,559.70","22,592.25","22,673.65","22,537.70","4.30B","0.10%"
"06/27/2024","22,537.40","22,459.90","22,571.65","22,395.90","4.30B","0.45%"
"06/26/2024","22,436.80","22,379.50","22,464.85","22,309.50","3.83B","0.30%"
"06/25/2024","22,370.65","22,349.75","22,391.75","22,287.10","2.65B","0.37%"
"06/24/2024","22,289.10","22,150.65","22,309.10","22,073.65","3.22B","0.24%"
"06/21/2024","22,236.20","22,392.60","22,393.30","22,186.20","4.82B","-0.31%"
"06/20/2024","22,305.10","22,293.55","22,333.60","22,182.20","3.47B","0.36%"
"06/19/2024","22,224.90","22,406.30","22,406.30","22,127.25","5.22B","-0.47%"
"06/18/2024","22,329.60","22,323.55","22,338.15","22,253.35","3.24B","0.52%"
"06/14/2024","22,214.30","22,148.25","22,229.40","22,054.15","3.42B","0.63%"
"06/13/2024","22,074.30","22,120.75","22,120.80","21,992.15","3.12B","0.52%"
"06/12/2024","21,960.95","21,935.20","22,023.90","21,904.70","3.55B","0.50%"
"06/11/2024","21,852.00","21,856.35","21,961.45","21,782.35","4.47B","0.20%"
"06/10/2024","21,808.25","21,844.30","21,930.50","21,758.30","3.71B","0.20%"
"06/07/2024","21,764.15","21,390.20","21,781.35","21,333.50","3.73B","1.87%"
"06/06/2024","21,365.00","21,253.70","21,462.80","21,193.20","3.84B","1.48%"
"06/05/2024","21,054.40","20,570.75","21,092.15","20,116.60","5.52B","3.59%"
"06/04/2024","20,323.85","21,753.35","21,753.35","19,624.25","9.29B","-6.76%"
"06/03/2024","21,797.40","21,926.60","21,926.60","21,629.30","5.21B","3.29%"
"05/31/2024","21,103.30","21,129.35","21,177.25","21,003.00","6.42B","0.31%"
"05/30/2024","21,038.55","21,201.80","21,262.85","20,983.95","3.53B","-1.02%"
"05/29/2024","21,256.30","21,288.35","21,356.15","21,243.20","2.53B","-0.61%"
"05/28/2024","21,387.35","21,542.50","21,558.15","21,345.35","2.85B","-0.49%"
"05/27/2024","21,493.00","21,573.80","21,613.60","21,439.15","3.60B","0.04%"
"05/24/2024","21,483.75","21,483.00","21,567.45","21,444.95","5.24B","-0.03%"
"05/23/2024","21,489.55","21,280.05","21,505.25","21,249.15","3.43B","1.19%"
"05/22/2024","21,237.75","21,255.20","21,261.75","21,103.20","2.97B","0.24%"
"05/21/2024","21,187.65","21,114.65","21,224.70","21,068.85","3.54B","0.20%"
"05/18/2024","21,144.45","21,131.45","21,156.45","21,115.80","482.89M","0.38%"
"05/17/2024","21,064.55","20,967.40","21,078.65","20,934.45","2.67B","0.65%"
"05/16/2024","20,929.05","20,846.85","20,950.55","20,667.80","2.47B","0.90%"
"05/15/2024","20,741.85","20,744.50","20,811.25","20,681.90","2.17B","0.28%"
"05/14/2024","20,683.80","20,544.35","20,709.75","20,508.00","2.61B","0.84%"
"05/13/2024","20,511.00","20,471.65","20,540.25","20,184.10","2.40B","0.20%"
"05/10/2024","20,469.10","20,398.00","20,482.05","20,299.10","2.25B","0.61%"
"05/09/2024","20,344.80","20,681.10","20,736.25","20,318.90","2.63B","-1.74%"
"05/08/2024","20,704.90","20,586.80","20,768.75","20,516.25","2.70B","0.33%"
"05/07/2024","20,636.05","20,911.35","20,914.90","20,548.80","3.75B","-1.10%"
"05/06/2024","20,864.95","21,044.10","21,048.95","20,805.05","3.09B","-0.45%"
"05/03/2024","20,959.55","21,193.45","21,208.70","20,830.65","4.06B","-0.59%"
"05/02/2024","21,083.60","21,010.45","21,126.10","21,009.35","3.29B","0.41%"
"04/30/2024","20,997.20","21,052.35","21,146.50","20,971.85","3.68B","0.02%"
"04/29/2024","20,992.20","20,911.10","21,002.10","20,847.85","4.11B","0.73%"
"04/26/2024","20,839.35","20,926.40","20,941.10","20,814.50","6.61B","-0.14%"
"04/25/2024","20,867.90","20,690.85","20,894.00","20,686.70","4.47B","0.66%"
"04/24/2024","20,730.65","20,723.20","20,772.55","20,710.20","3.70B","0.38%"
"04/23/2024","20,652.65","20,687.90","20,689.75","20,621.55","4.89B","0.38%"
"04/22/2024","20,574.85","20,566.20","20,604.10","20,468.10","3.70B","0.93%"
"04/19/2024","20,385.20","20,178.25","20,428.40","20,038.35","2.72B","0.30%"
"04/18/2024","20,324.70","20,515.15","20,617.10","20,291.15","2.96B","-0.48%"
"04/16/2024","20,423.00","20,361.25","20,495.20","20,326.25","3.11B","-0.27%"
"04/15/2024","20,478.75","20,493.30","20,623.80","20,362.30","3.20B","-1.29%"
"04/12/2024","20,745.50","20,873.20","20,931.40","20,735.15","3.26B","-0.81%"
"04/10/2024","20,915.20","20,864.55","20,933.85","20,822.85","2.57B","0.60%"
"04/09/2024","20,790.70","20,912.75","20,912.75","20,741.50","2.28B","-0.14%"
"04/08/2024","20,819.10","20,806.85","20,866.10","20,768.50","2.75B","0.50%"
"04/05/2024","20,715.10","20,654.75","20,730.15","20,609.90","2.83B","0.24%"
"04/04/2024","20,664.65","20,755.35","20,772.40","20,537.50","3.31B","0.29%"
"04/03/2024","20,605.70","20,528.20","20,657.90","20,496.55","3.03B","0.17%"
"04/02/2024","20,569.75","20,524.15","20,579.25","20,481.85","2.81B","0.38%"
"04/01/2024","20,492.55","20,392.25","20,504.50","20,387.05","2.48B","1.17%"
"03/28/2024","20,255.15","20,150.35","20,380.50","20,146.15","2.65B","0.83%"
"03/27/2024","20,087.80","20,063.00","20,174.40","20,063.00","2.82B","0.41%"
"03/26/2024","20,005.25","19,895.55","20,044.50","19,895.30","2.34B","0.05%"
"03/22/2024","19,994.60","19,855.00","20,048.60","19,806.70","2.60B","0.49%"
"03/21/2024","19,897.40","19,790.85","19,916.45","19,790.85","2.21B","1.35%"
"03/20/2024","19,632.05","19,651.70","19,697.45","19,465.85","2.15B","0.11%"
"03/19/2024","19,610.55","19,785.80","19,798.95","19,594.10","2.13B","-1.17%"
"03/18/2024","19,843.10","19,804.30","19,894.45","19,709.20","2.24B","0.09%"
"03/15/2024","19,825.20","19,867.75","19,942.40","19,671.15","4.16B","-0.46%"
"03/14/2024","19,916.35","19,598.40","19,933.90","19,514.70","3.82B","1.37%"
"03/13/2024","19,646.30","20,236.80","20,247.90","19,549.50","4.15B","-2.60%"
"03/12/2024","20,171.40","20,299.80","20,326.25","20,135.30","2.43B","-0.58%"
"03/11/2024","20,288.75","20,478.75","20,483.25","20,264.30","2.28B","-0.71%"
"03/07/2024","20,434.80","20,413.65","20,471.35","20,384.50","2.43B","0.27%"
"03/06/2024","20,379.55","20,368.75","20,396.75","20,139.35","3.55B","-0.01%"
"03/05/2024","20,382.00","20,422.30","20,440.40","20,328.00","2.71B","-0.24%"
"03/04/2024","20,432.05","20,456.75","20,482.60","20,383.15","2.54B","0.05%"
"03/02/2024","20,421.35","20,419.55","20,446.80","20,400.20","330.59M","0.35%"
"03/01/2024","20,349.80","20,171.90","20,360.20","20,171.00","2.82B","1.29%"
"02/29/2024","20,090.05","20,009.25","20,160.05","19,901.30","4.89B","0.35%"
"02/28/2024","20,020.40","20,323.50","20,335.65","19,987.35","3.85B","-1.34%"
"02/27/2024","20,292.85","20,249.25","20,329.10","20,234.95","2.85B","0.18%"
"02/26/2024","20,255.80","20,299.50","20,335.75","20,210.35","2.82B","-0.28%"
"02/23/2024","20,313.50","20,358.70","20,365.65","20,280.15","3.98B","0.15%"
"02/22/2024","20,283.95","20,179.25","20,308.90","20,004.10","3.17B","0.77%"
"02/21/2024","20,128.30","20,329.10","20,342.30","20,077.80","3.14B","-0.71%"
"02/20/2024","20,271.90","20,242.65","20,285.80","20,190.70","2.68B","0.15%"
"02/19/2024","20,241.10","20,244.25","20,301.00","20,174.90","2.71B","0.38%"
"02/16/2024","20,164.90","20,136.85","20,191.45","20,098.10","3.11B","0.64%"
"02/15/2024","20,037.00","20,011.70","20,065.75","19,952.00","3.54B","0.58%"
"02/14/2024","19,922.30","19,618.10","19,943.75","19,579.20","3.45B","0.70%"
"02/13/2024","19,782.90","19,709.80","19,796.05","19,508.75","3.93B","0.55%"
"02/12/2024","19,675.20","19,999.95","20,015.00","19,634.60","4.04B","-1.43%"
"02/09/2024","19,961.50","20,015.00","20,040.65","19,745.45","5.41B","-0.13%"
"02/08/2024","19,987.55","20,207.55","20,209.05","19,949.35","5.60B","-0.61%"
"02/07/2024","20,109.55","20,157.20","20,169.90","20,011.45","5.80B","0.38%"
"02/06/2024","20,033.75","19,923.20","20,044.45","19,824.85","4.60B","0.91%"
"02/05/2024","19,853.50","19,989.65","20,044.00","19,805.75","5.18B","-0.29%"
"02/02/2024","19,910.80","19,884.65","20,101.15","19,874.80","4.99B","0.67%"
"02/01/2024","19,777.35","19,869.95","19,871.25","19,703.75","4.21B","-0.12%"
"01/31/2024","19,802.10","19,574.15","19,813.30","19,546.40","3.60B","1.16%"
"01/30/2024","19,574.20","19,770.25","19,799.25","19,558.80","3.97B","-0.70%"
"01/29/2024","19,711.65","19,475.40","19,728.90","19,470.05","4.15B","1.64%"
"01/25/2024","19,393.00","19,479.65","19,480.05","19,289.80","3.86B","-0.30%"
"01/24/2024","19,451.00","19,193.15","19,470.65","19,080.50","4.18B","1.27%"
"01/23/2024","19,206.45","19,743.50","19,752.35","19,158.75","4.48B","-2.02%"
"01/20/2024","19,601.90","19,698.05","19,718.70","19,582.70","2.82B","-0.02%"
"01/19/2024","19,606.40","19,555.95","19,618.95","19,537.15","3.75B","0.99%"
"01/18/2024","19,414.80","19,388.40","19,468.65","19,143.50","3.72B","-0.37%"
"01/17/2024","19,487.60","19,556.40","19,707.70","19,470.05","4.15B","-1.71%"
"01/16/2024","19,827.55","19,894.30","19,923.30","19,736.20","4.15B","-0.29%"
"01/15/2024","19,885.55","19,876.50","19,896.90","19,763.80","3.51B","0.71%"
"01/12/2024","19,745.60","19,691.25","19,775.90","19,635.75","3.10B","0.82%"
"01/11/2024","19,584.35","19,589.75","19,626.50","19,532.30","3.37B","0.34%"
"01/10/2024","19,517.85","19,463.55","19,532.30","19,354.10","3.61B","0.30%"
"01/09/2024","19,459.55","19,549.50","19,596.05","19,439.10","3.71B","0.22%"
"01/08/2024","19,417.70","19,636.00","19,641.85","19,400.60","3.52B","-0.88%"
"01/05/2024","19,590.60","19,602.10","19,637.10","19,490.95","4.03B","0.25%"
"01/04/2024","19,541.25","19,451.80","19,560.40","19,433.50","3.25B","0.90%"
"01/03/2024","19,367.15","19,434.30","19,442.20","19,343.15","3.64B","-0.26%"
"01/02/2024","19,418.40","19,496.80","19,499.80","19,271.65","4.06B","-0.26%"
"01/01/2024","19,469.50","19,452.00","19,543.25","19,421.40","4.27B","0.21%"
"12/29/2023","19,429.15","19,394.50","19,450.10","19,338.35","4.24B","0.15%"
"12/28/2023","19,399.25","19,358.35","19,414.55","19,313.10","3.24B","0.53%"
"12/27/2023","19,296.95","19,219.40","19,312.30","19,189.80","2.09B","0.77%"
"12/26/2023","19,148.85","19,095.00","19,173.80","19,059.40","2.21B","0.49%"
"12/22/2023","19,054.70","19,011.25","19,089.95","18,934.75","2.61B","0.60%"
"12/21/2023","18,941.80","18,647.85","18,965.80","18,582.95","3.06B","0.86%"
"12/20/2023","18,779.45","19,264.40","19,303.60","18,727.10","3.87B","-2.03%"
"12/19/2023","19,169.25","19,212.55","19,213.55","19,067.20","2.95B","0.07%"
"12/18/2023","19,155.55","19,149.15","19,201.55","19,073.10","3.41B","0.05%"
"12/15/2023","19,145.05","19,071.95","19,165.10","19,020.55","4.03B","0.90%"
"12/14/2023","18,973.85","18,906.40","18,996.25","18,893.75","3.96B","1.19%"
"12/13/2023","18,751.45","18,723.70","18,770.45","18,601.50","2.98B","0.35%"
"12/12/2023","18,686.80","18,809.90","18,819.70","18,635.35","3.32B","-0.44%"
"12/11/2023","18,770.20","18,726.35","18,780.45","18,710.15","2.91B","0.36%"
"12/08/2023","18,703.50","18,752.25","18,785.70","18,588.15","3.55B","0.00%"
"12/07/2023","18,703.85","18,696.75","18,721.80","18,619.75","3.28B","0.13%"
"12/06/2023","18,680.00","18,677.25","18,698.80","18,594.40","2.73B","0.49%"
"12/05/2023","18,588.55","18,541.30","18,594.90","18,453.65","2.85B","0.76%"
"12/04/2023","18,448.50","18,422.35","18,460.00","18,315.45","2.95B","1.84%"
"12/01/2023","18,115.35","18,061.80","18,141.65","18,053.15","2.48B","0.71%"
"11/30/2023","17,987.95","17,926.90","18,007.10","17,845.90","4.61B","0.47%"
"11/29/2023","17,904.10","17,831.65","17,911.35","17,823.45","2.24B","0.91%"
"11/28/2023","17,741.80","17,701.05","17,760.00","17,665.65","2.26B","0.56%"
"11/24/2023","17,643.50","17,661.30","17,684.15","17,631.75","1.81B","0.02%"
